Product_ID,Brand,Price,Quantity (L),Consume_Region,Packaging_Type,Water_Type,pH_Level,TDS (ppm),Source,Retailer_Type,Sales_Channel,Temperature_Storage (°C),Consumer_Age_Group,Annual_Sales
PW1439,Perrier,2.19,1.92,Africa,Box,Alkaline,7.76,322,Natural Spring,Supermarket,Online,11.5,Elderly,20628
PW1440,Voss,3.04,1.7,Europe,Can,Purified,8.1,116,Municipal,Supermarket,Online,19.7,Teenagers,36042
PW1441,Smartwater,3.79,1.44,Asia,Bottle,Alkaline,7.34,158,Well,Convenience Store,Online,17.8,Adults,22379
PW1442,Dasani,3.52,0.96,Australia,Bottle,Purified,8.66,399,Well,Pharmacy,Online,8.5,Children,9065
PW1443,Fiji,1.05,0.8,South America,Bottle,Spring,6.76,484,Municipal,Supermarket,Online,22.5,Children,42890
PW1444,Dasani,2.4,0.46,North America,Pouch,Alkaline,6.52,467,Well,Convenience Store,Offline,23.3,Adults,12294
PW1445,Perrier,3.4,1.18,Australia,Can,Distilled,8.55,382,Rainwater,Convenience Store,Offline,17.1,Adults,10666
PW1446,Fiji,3.47,0.65,Africa,Box,Alkaline,6.59,183,Well,Supermarket,Online,14.3,Teenagers,24231
PW1447,Voss,4.86,1.37,Australia,Bottle,Spring,6.2,319,Filtered,Pharmacy,Online,8.1,Children,44982
PW1448,Smartwater,3.13,1.56,North America,Can,Purified,7.39,83,Natural Spring,Supermarket,Offline,13.1,Teenagers,40616
PW1449,Voss,1.65,1.17,North America,Pouch,Distilled,7.51,126,Municipal,Supermarket,Offline,15,Teenagers,31650
PW1450,Perrier,4.33,1.02,Asia,Box,Purified,8.79,444,Well,Online,Offline,10.2,Adults,44904
PW1451,Nestle Pure Life,2.39,1.85,Africa,Pouch,Alkaline,7.22,291,Municipal,Supermarket,Offline,16.1,Teenagers,15844
PW1452,Aquafina,1.12,0.89,North America,Bottle,Spring,6.64,408,Municipal,Wholesale,Online,22.8,Elderly,46276
PW1453,Nestle Pure Life,1.68,1.06,Europe,Bottle,Mineral,7.51,276,Well,Convenience Store,Online,11.2,Adults,4060
PW1454,Dasani,4.14,1.71,Australia,Bottle,Distilled,8.79,215,Well,Convenience Store,Offline,12.9,Adults,33125
PW1455,San Pellegrino,1.68,0.24,Australia,Bottle,Sparkling,7.57,322,Well,Wholesale,Offline,10,Teenagers,18246
PW1456,Voss,3.21,1.63,Australia,Bottle,Spring,8.08,369,Well,Supermarket,Online,24,Elderly,3902
PW1457,Dasani,1.16,1.94,Africa,Box,Alkaline,6.65,441,Rainwater,Supermarket,Online,5.1,Children,15844
PW1458,Fiji,3.67,1.79,Africa,Can,Sparkling,6.97,61,Well,Supermarket,Offline,24.7,Adults,11699
PW1459,Evian,1.7,1.52,Asia,Pouch,Purified,8.56,52,Rainwater,Online,Online,15.7,Adults,10006
PW1460,Dasani,0.58,0.98,Africa,Box,Sparkling,6.32,462,Municipal,Convenience Store,Online,17.9,Adults,15515
PW1461,Nestle Pure Life,3.64,0.43,Asia,Box,Mineral,6.02,378,Natural Spring,Supermarket,Offline,20.5,Elderly,39641
PW1462,Smartwater,1.6,0.42,Africa,Pouch,Alkaline,7.46,390,Municipal,Wholesale,Offline,22.7,Teenagers,45555
PW1463,Aquafina,3.46,1.71,Australia,Pouch,Purified,7.6,471,Natural Spring,Supermarket,Offline,21.4,Adults,36000
PW1464,San Pellegrino,0.78,1.95,Africa,Bottle,Alkaline,6.58,233,Rainwater,Wholesale,Offline,17.4,Children,1294
PW1465,Perrier,1.16,0.23,South America,Pouch,Sparkling,6.6,221,Natural Spring,Wholesale,Offline,19.4,Children,43925
PW1466,Smartwater,4.27,1.47,Asia,Box,Spring,6.14,485,Rainwater,Online,Online,4.7,Elderly,49221
PW1467,San Pellegrino,2.16,0.68,North America,Box,Mineral,6.53,373,Rainwater,Wholesale,Offline,10,Adults,38274
PW1468,Perrier,4.37,1.16,Asia,Pouch,Distilled,6.51,362,Natural Spring,Wholesale,Online,21.2,Elderly,7083
PW1469,San Pellegrino,4.33,0.84,South America,Box,Spring,7.23,221,Municipal,Pharmacy,Online,16.9,Teenagers,46116
PW1470,Aquafina,3.79,0.88,North America,Pouch,Purified,6.53,287,Rainwater,Pharmacy,Online,17.1,Teenagers,17347
PW1471,Evian,0.57,1.9,Europe,Bottle,Sparkling,6.21,195,Filtered,Convenience Store,Offline,9.5,Adults,22715
PW1472,Dasani,0.63,0.9,North America,Box,Purified,7.81,51,Municipal,Convenience Store,Offline,19.8,Adults,10907
PW1473,Fiji,4.25,0.92,Australia,Box,Sparkling,8.65,421,Natural Spring,Convenience Store,Offline,6.9,Adults,26443
PW1474,Perrier,3.41,1.66,Asia,Can,Mineral,6.1,332,Well,Supermarket,Offline,12.4,Children,26157
PW1475,San Pellegrino,3.36,1.4,Australia,Bottle,Mineral,7.58,141,Municipal,Convenience Store,Offline,24.7,Elderly,20671
PW1476,Voss,1.48,0.55,Africa,Pouch,Distilled,7.12,430,Rainwater,Online,Online,8.1,Elderly,34957
PW1477,Nestle Pure Life,3.93,1.13,North America,Box,Sparkling,7.63,241,Natural Spring,Supermarket,Online,10.7,Adults,25002
PW1478,Evian,2.39,1.23,Europe,Pouch,Spring,8.69,248,Rainwater,Wholesale,Offline,22.3,Adults,46239
PW1479,Aquafina,1.41,0.32,South America,Can,Spring,7.28,322,Municipal,Convenience Store,Online,24.3,Children,21068
PW1480,Perrier,2.69,0.78,South America,Pouch,Distilled,7.05,411,Natural Spring,Convenience Store,Offline,10.8,Teenagers,26935
PW1481,San Pellegrino,4.27,1,North America,Can,Sparkling,7.06,377,Filtered,Pharmacy,Online,4.4,Adults,27966
PW1482,Dasani,1.08,0.49,North America,Box,Alkaline,8.6,451,Natural Spring,Pharmacy,Offline,14.9,Adults,31343
PW1483,Voss,1.61,0.32,Australia,Box,Spring,8.68,134,Filtered,Convenience Store,Offline,7.7,Teenagers,22305
PW1484,Dasani,0.98,1.25,North America,Pouch,Mineral,7.07,407,Municipal,Convenience Store,Online,14.3,Adults,9457
PW1485,San Pellegrino,0.55,1.47,North America,Can,Sparkling,8.29,203,Filtered,Convenience Store,Offline,14,Teenagers,34410
PW1486,Aquafina,0.95,0.24,Asia,Can,Distilled,7.67,151,Filtered,Pharmacy,Online,11.2,Teenagers,30431
PW1487,Perrier,3.53,1.15,South America,Can,Sparkling,7.63,370,Well,Online,Offline,23.7,Teenagers,7711
PW1488,Perrier,4.89,0.59,North America,Pouch,Sparkling,7.2,282,Municipal,Convenience Store,Offline,17.4,Teenagers,24184
PW1489,Evian,3.51,0.65,Europe,Can,Mineral,7.76,354,Natural Spring,Convenience Store,Online,6.1,Adults,32184
PW1490,Aquafina,2.94,1.12,Australia,Can,Alkaline,8,123,Rainwater,Convenience Store,Offline,9.9,Teenagers,31497
PW1491,Voss,4.76,0.77,North America,Bottle,Sparkling,6.84,169,Filtered,Wholesale,Online,9.1,Adults,1853
PW1492,Evian,3.64,1.03,South America,Bottle,Alkaline,7.14,233,Natural Spring,Online,Online,8.3,Adults,29476
PW1493,Aquafina,1.98,1.26,Asia,Can,Sparkling,8.59,167,Well,Pharmacy,Online,23.8,Teenagers,568
PW1494,Nestle Pure Life,3.51,0.32,North America,Pouch,Mineral,6.98,365,Rainwater,Pharmacy,Online,12,Teenagers,16982
PW1495,Nestle Pure Life,1.28,1.57,Australia,Bottle,Sparkling,6.08,98,Natural Spring,Supermarket,Online,13.8,Adults,3786
PW1496,San Pellegrino,4.37,1.75,Asia,Bottle,Spring,6.89,331,Well,Supermarket,Offline,10.1,Children,22813
PW1497,Evian,2.92,1.2,North America,Box,Purified,8.5,488,Rainwater,Convenience Store,Offline,21.2,Elderly,22043
PW1498,Dasani,4,1.46,Asia,Bottle,Distilled,8.92,455,Well,Supermarket,Offline,15.5,Children,8061
PW1499,Fiji,0.58,0.3,Australia,Pouch,Spring,6.5,487,Well,Supermarket,Offline,22.2,Adults,2410
PW1500,Perrier,1.97,1.52,South America,Box,Sparkling,6.2,482,Natural Spring,Supermarket,Offline,11.1,Teenagers,39410
PW1501,Perrier,2.13,1.99,Europe,Pouch,Alkaline,6.6,238,Well,Wholesale,Online,11.8,Elderly,30429
PW1502,Fiji,1,1.52,Africa,Pouch,Sparkling,8.01,83,Natural Spring,Convenience Store,Offline,21.8,Adults,44344
PW1503,Perrier,4.65,1.58,South America,Bottle,Mineral,8.8,184,Natural Spring,Pharmacy,Online,24.7,Children,736
PW1504,Aquafina,4.75,0.69,Australia,Box,Alkaline,8.99,337,Well,Pharmacy,Offline,11.6,Adults,6161
PW1505,Evian,1.5,1.85,Asia,Bottle,Spring,8.05,199,Filtered,Online,Online,7,Teenagers,35203
PW1506,Fiji,2.14,0.92,Africa,Pouch,Distilled,7.94,215,Rainwater,Wholesale,Offline,19.2,Adults,11996
PW1507,Smartwater,3.02,1.42,Europe,Pouch,Distilled,8.9,331,Well,Wholesale,Online,9.2,Elderly,17513
PW1508,Dasani,3.35,1.28,Africa,Pouch,Sparkling,6.2,75,Well,Pharmacy,Online,5.9,Elderly,16915
PW1509,Dasani,1.55,1.42,Europe,Can,Sparkling,6.05,391,Well,Supermarket,Offline,11.5,Children,4622
PW1510,Perrier,0.95,1.37,South America,Pouch,Sparkling,7.41,339,Well,Pharmacy,Offline,7.9,Teenagers,35108
PW1511,Dasani,3.52,1.83,Asia,Bottle,Distilled,7.52,394,Natural Spring,Wholesale,Online,9.8,Teenagers,20501
PW1512,Fiji,4.92,0.52,North America,Box,Sparkling,8.8,419,Rainwater,Pharmacy,Online,24.2,Adults,28737
PW1513,San Pellegrino,1.88,1.06,Europe,Can,Alkaline,8.27,97,Well,Wholesale,Online,8.4,Children,28353
PW1514,Fiji,2.13,0.61,South America,Box,Purified,6.73,139,Municipal,Convenience Store,Offline,6.3,Teenagers,25474
PW1515,Evian,1.56,1.86,Australia,Bottle,Mineral,8.17,230,Natural Spring,Wholesale,Offline,10.9,Elderly,45780
PW1516,Fiji,3.31,0.96,Asia,Bottle,Distilled,8.02,70,Filtered,Supermarket,Online,14.8,Teenagers,32112
PW1517,Voss,2.43,0.39,Africa,Pouch,Mineral,8.98,343,Well,Supermarket,Offline,20.9,Children,13453
PW1518,Evian,2.84,0.64,Australia,Bottle,Sparkling,8.45,431,Well,Supermarket,Offline,24.3,Children,12306
PW1519,Smartwater,4.88,1.26,Australia,Can,Sparkling,7.97,417,Well,Online,Offline,6.1,Elderly,18252
PW1520,Voss,3.15,0.75,Europe,Box,Spring,6.05,331,Rainwater,Supermarket,Online,21.6,Adults,36823
PW1521,Smartwater,3.32,1.94,Africa,Box,Sparkling,6.79,450,Municipal,Supermarket,Offline,17.5,Adults,42622
PW1522,Smartwater,3.15,1.65,Europe,Pouch,Sparkling,7.81,306,Well,Wholesale,Offline,10.8,Elderly,36531
PW1523,Perrier,3.22,1.23,Australia,Bottle,Spring,7.7,168,Well,Online,Offline,6.1,Children,3046
PW1524,Perrier,3.62,1.71,Australia,Can,Distilled,7.49,466,Filtered,Wholesale,Online,11.6,Elderly,36756
PW1525,Aquafina,1.95,1.56,North America,Box,Sparkling,6.09,428,Municipal,Supermarket,Offline,7.7,Elderly,29988
PW1526,Perrier,1.29,1.31,Asia,Pouch,Mineral,8.73,304,Rainwater,Wholesale,Offline,23.9,Elderly,23474
PW1527,Perrier,1.65,1.61,North America,Can,Sparkling,6.98,381,Filtered,Supermarket,Online,14.2,Teenagers,9628
PW1528,Fiji,3.36,1.4,Europe,Pouch,Purified,7.27,61,Rainwater,Pharmacy,Offline,18.5,Children,39127
PW1529,Fiji,3.62,1.76,Asia,Can,Distilled,7.08,410,Well,Online,Online,7,Elderly,25616
PW1530,Nestle Pure Life,2.12,1,North America,Pouch,Sparkling,6.99,70,Filtered,Online,Offline,17,Elderly,18667
PW1531,Fiji,3.9,0.59,Australia,Bottle,Spring,6.19,495,Rainwater,Convenience Store,Offline,22.6,Elderly,45723
PW1532,Aquafina,3.49,1.12,Africa,Pouch,Distilled,6.6,170,Filtered,Convenience Store,Online,9.4,Children,13743
PW1533,Evian,2.39,1.13,Africa,Can,Alkaline,6.79,398,Municipal,Convenience Store,Offline,7.6,Teenagers,49019
PW1534,San Pellegrino,1,0.8,Africa,Can,Distilled,7.45,226,Filtered,Wholesale,Offline,23,Adults,7721
PW1535,Nestle Pure Life,2.25,0.31,Europe,Bottle,Distilled,7.24,279,Well,Convenience Store,Offline,10,Teenagers,48953
PW1536,San Pellegrino,0.76,1.56,Asia,Bottle,Purified,6.76,286,Filtered,Convenience Store,Offline,7.7,Adults,19350
PW1537,Smartwater,1.46,0.93,North America,Bottle,Mineral,8.63,111,Rainwater,Online,Offline,4.6,Teenagers,33780
PW1538,Nestle Pure Life,4.13,1.23,Asia,Box,Spring,8.47,113,Natural Spring,Online,Offline,17,Teenagers,9271
PW1539,Voss,1.8,1.64,North America,Bottle,Mineral,7.12,416,Well,Pharmacy,Offline,20.8,Teenagers,3523
PW1540,Evian,4.29,0.69,Africa,Pouch,Spring,7.22,135,Natural Spring,Online,Online,21.7,Elderly,47542
PW1541,San Pellegrino,1.2,1.25,Asia,Pouch,Alkaline,8.5,175,Rainwater,Convenience Store,Online,13.4,Adults,11511
PW1542,Dasani,1.1,0.93,South America,Bottle,Spring,8.24,144,Natural Spring,Convenience Store,Online,4.2,Teenagers,42924
PW1543,Nestle Pure Life,0.66,1.87,North America,Pouch,Mineral,8.91,355,Natural Spring,Pharmacy,Online,21.8,Children,2219
PW1544,Nestle Pure Life,0.62,0.98,North America,Bottle,Spring,6.39,182,Rainwater,Online,Offline,8.3,Elderly,43691
PW1545,Evian,0.75,1.86,Australia,Pouch,Mineral,8.63,157,Municipal,Wholesale,Offline,14.6,Adults,30139
PW1546,Dasani,2.79,0.6,North America,Pouch,Distilled,6.26,226,Municipal,Convenience Store,Offline,16.3,Adults,21976
PW1547,Smartwater,3.95,1.73,South America,Pouch,Distilled,7.47,87,Well,Online,Online,6.6,Adults,36541
PW1548,San Pellegrino,0.61,0.57,Australia,Box,Purified,6.5,368,Municipal,Wholesale,Online,16,Teenagers,24464
PW1549,Nestle Pure Life,4.23,0.76,North America,Pouch,Sparkling,8.8,424,Well,Convenience Store,Offline,24.3,Children,42719
PW1550,Perrier,0.72,0.63,South America,Bottle,Alkaline,7.91,440,Rainwater,Convenience Store,Online,10.7,Teenagers,30247
PW1551,Fiji,3.5,0.95,South America,Bottle,Mineral,7.03,428,Municipal,Convenience Store,Offline,4.4,Teenagers,30466
PW1552,Voss,4.85,0.3,Europe,Pouch,Sparkling,7.75,442,Filtered,Wholesale,Online,8.9,Children,13512
PW1553,Voss,2.84,0.89,North America,Pouch,Distilled,8.88,76,Municipal,Online,Offline,20.1,Teenagers,8547
PW1554,Evian,1.41,0.76,Europe,Can,Alkaline,6.26,477,Rainwater,Wholesale,Offline,4.3,Elderly,9626
PW1555,Evian,1.05,0.41,Asia,Pouch,Alkaline,7.53,425,Filtered,Supermarket,Online,4.7,Children,5133
PW1556,Voss,4.77,0.93,Europe,Bottle,Sparkling,8.05,309,Filtered,Supermarket,Offline,8.2,Teenagers,46107
PW1557,Nestle Pure Life,2.28,1.92,Asia,Pouch,Purified,8.09,255,Natural Spring,Wholesale,Online,13.2,Elderly,27698
PW1558,Fiji,2.12,1.02,Africa,Box,Purified,7,269,Municipal,Online,Online,11.9,Teenagers,37885
PW1559,Fiji,0.92,1.29,Asia,Can,Purified,7.73,149,Municipal,Wholesale,Offline,8.3,Teenagers,8032
PW1560,Voss,2.11,0.38,Asia,Bottle,Sparkling,7.36,340,Municipal,Pharmacy,Online,18.4,Teenagers,20164
PW1561,Fiji,3.45,0.69,Europe,Can,Purified,6.11,200,Municipal,Pharmacy,Offline,23.4,Elderly,16825
PW1562,Nestle Pure Life,0.91,0.76,South America,Box,Alkaline,7.59,493,Municipal,Online,Offline,6.2,Elderly,28853
PW1563,Nestle Pure Life,2.35,0.72,North America,Can,Alkaline,7.47,398,Municipal,Convenience Store,Online,14.3,Teenagers,15915
PW1564,Evian,3.78,0.6,Australia,Can,Purified,6.12,180,Well,Wholesale,Online,6.8,Adults,6912
PW1565,Voss,3.48,0.41,Africa,Bottle,Spring,6.18,190,Filtered,Convenience Store,Offline,14,Elderly,44976
PW1566,Fiji,0.53,0.86,Africa,Can,Sparkling,6.9,486,Rainwater,Pharmacy,Offline,24.5,Teenagers,36301
PW1567,Voss,1.5,1.78,South America,Bottle,Purified,8.97,245,Rainwater,Wholesale,Online,10.1,Elderly,40340
PW1568,Nestle Pure Life,0.51,0.42,South America,Pouch,Sparkling,7.85,250,Well,Online,Online,13.9,Adults,1499
PW1569,Evian,2.53,0.98,Australia,Bottle,Spring,6.01,264,Natural Spring,Wholesale,Online,17.1,Children,8772
PW1570,Fiji,4.98,0.7,South America,Pouch,Alkaline,8.75,217,Filtered,Supermarket,Offline,7.2,Adults,23082
PW1571,Aquafina,1.44,1.7,North America,Can,Alkaline,8.9,443,Rainwater,Wholesale,Online,19.8,Children,2741
PW1572,Nestle Pure Life,3.8,1.21,Asia,Can,Mineral,7.55,158,Well,Online,Offline,21.7,Teenagers,7237
PW1573,Nestle Pure Life,4.51,0.45,Africa,Box,Purified,8.65,183,Well,Wholesale,Offline,19.1,Elderly,7487
PW1574,Evian,4.05,1.29,Asia,Box,Distilled,7.36,301,Rainwater,Supermarket,Online,5.8,Adults,27355
PW1575,Voss,1.75,1.88,North America,Bottle,Alkaline,8.16,234,Municipal,Online,Offline,21.5,Adults,20296
PW1576,Dasani,3.47,0.65,North America,Pouch,Sparkling,7.92,186,Municipal,Convenience Store,Online,6.2,Teenagers,48015
PW1577,Perrier,1.73,0.21,Africa,Can,Purified,6.8,322,Well,Wholesale,Online,21.3,Teenagers,1471
PW1578,Dasani,1.07,1.81,Australia,Bottle,Spring,7.63,327,Municipal,Convenience Store,Online,4.8,Teenagers,44711
PW1579,Evian,2.08,0.21,Australia,Pouch,Distilled,8.7,139,Well,Online,Offline,19.8,Elderly,17276
PW1580,Fiji,3.51,0.99,Europe,Pouch,Spring,6.25,478,Filtered,Online,Offline,15.3,Elderly,21789
PW1581,Nestle Pure Life,1.64,1.09,South America,Box,Spring,7.96,388,Filtered,Convenience Store,Online,9.8,Adults,5353
PW1582,Perrier,4.59,1.42,Asia,Can,Distilled,6.42,436,Well,Online,Online,10.5,Children,39713
PW1583,Dasani,4.19,0.84,South America,Can,Mineral,7.67,350,Municipal,Supermarket,Offline,18.2,Elderly,44063
PW1584,Perrier,2.57,0.62,North America,Can,Alkaline,8.08,343,Filtered,Online,Online,8.8,Elderly,10343
PW1585,Fiji,0.66,1.99,Australia,Box,Spring,8.75,79,Municipal,Supermarket,Offline,5.2,Children,44832
PW1586,Fiji,4.36,1.23,South America,Pouch,Alkaline,6.67,437,Natural Spring,Supermarket,Online,10.6,Teenagers,10903
PW1587,Aquafina,3.89,1.07,Australia,Box,Mineral,7.49,279,Filtered,Pharmacy,Offline,6.9,Children,34738
PW1588,Aquafina,1.34,1.69,South America,Box,Sparkling,8.54,426,Filtered,Wholesale,Online,5.5,Elderly,8519
PW1589,Evian,2.06,0.84,Africa,Box,Spring,8.05,66,Natural Spring,Online,Online,17.3,Adults,42453
PW1590,Evian,4.02,0.92,Europe,Box,Spring,7.27,323,Rainwater,Supermarket,Online,8.5,Children,26943
PW1591,San Pellegrino,3.49,1.52,Africa,Pouch,Purified,7.11,153,Filtered,Convenience Store,Offline,7.2,Adults,32904
PW1592,Dasani,1.62,0.53,Africa,Pouch,Purified,8.34,255,Rainwater,Pharmacy,Online,21.7,Adults,15521
PW1593,Fiji,1.88,1.48,North America,Can,Mineral,7.7,394,Well,Supermarket,Online,4.1,Teenagers,44063
PW1594,Voss,4.33,1.91,Africa,Bottle,Purified,7.58,315,Municipal,Wholesale,Offline,17.4,Adults,7052
PW1595,Voss,3.36,1.22,Europe,Box,Spring,7.25,406,Rainwater,Wholesale,Offline,13.8,Children,49553
PW1596,Aquafina,2.64,1.09,Europe,Pouch,Mineral,6.27,260,Natural Spring,Online,Offline,12.8,Elderly,47312
PW1597,Voss,4.32,1.64,Australia,Bottle,Distilled,7.49,138,Filtered,Online,Offline,11.9,Adults,44795
PW1598,San Pellegrino,1.25,0.97,Australia,Can,Mineral,6.91,361,Rainwater,Online,Online,10.4,Children,12344
PW1599,Aquafina,4.09,0.32,Australia,Pouch,Sparkling,8.89,302,Filtered,Convenience Store,Offline,18.6,Adults,27167
PW1600,Dasani,3.59,1.02,Europe,Box,Spring,6.03,375,Natural Spring,Pharmacy,Offline,22.5,Elderly,24806
PW1601,Perrier,1.16,0.42,Australia,Box,Sparkling,8.38,452,Well,Convenience Store,Offline,9.9,Adults,21225
PW1602,Voss,1.78,1.59,Australia,Bottle,Spring,6.74,139,Municipal,Supermarket,Offline,7.3,Children,17931
PW1603,Dasani,4.98,0.22,North America,Box,Spring,7.74,289,Natural Spring,Supermarket,Offline,10.3,Adults,6582
PW1604,Aquafina,3.53,0.72,Europe,Box,Sparkling,8.84,479,Municipal,Supermarket,Online,20.2,Adults,21311
PW1605,Perrier,4.5,1.4,Africa,Box,Alkaline,6.68,210,Natural Spring,Pharmacy,Offline,6.3,Children,18919
PW1606,Nestle Pure Life,3.82,1.72,Asia,Box,Alkaline,7.02,146,Rainwater,Online,Offline,23.4,Children,32368
PW1607,Nestle Pure Life,0.64,0.46,Europe,Bottle,Distilled,8.42,81,Well,Supermarket,Offline,12.5,Children,911
PW1608,Smartwater,4.56,1.88,North America,Pouch,Purified,6.29,68,Filtered,Supermarket,Offline,6.4,Elderly,15576
PW1609,Aquafina,1.29,1.29,Africa,Box,Spring,6.4,369,Rainwater,Supermarket,Offline,5.6,Children,5925
PW1610,Voss,1.99,0.58,Europe,Can,Purified,8.3,475,Municipal,Supermarket,Online,13.2,Children,15732
PW1611,Nestle Pure Life,3.45,1.88,Australia,Bottle,Alkaline,8.61,78,Well,Supermarket,Online,4.9,Elderly,19465
PW1612,Dasani,4.03,1.64,Europe,Pouch,Spring,8.61,166,Municipal,Convenience Store,Online,10.6,Elderly,45171
PW1613,Voss,1.4,0.71,Australia,Bottle,Distilled,7.76,394,Filtered,Wholesale,Online,12.2,Children,36089
PW1614,Aquafina,0.58,0.62,Australia,Can,Purified,6.18,334,Rainwater,Pharmacy,Online,21.3,Teenagers,39642
PW1615,Perrier,2.01,0.61,Africa,Can,Distilled,6.75,161,Municipal,Supermarket,Online,16.8,Adults,6214
PW1616,Fiji,4.33,1.1,Europe,Bottle,Spring,7.2,309,Municipal,Wholesale,Offline,13.9,Adults,25865
PW1617,Dasani,2.44,1.75,North America,Bottle,Purified,8.37,158,Rainwater,Supermarket,Online,19.8,Teenagers,16812
PW1618,Fiji,0.82,0.27,Europe,Pouch,Mineral,8.42,481,Municipal,Convenience Store,Offline,16.7,Adults,35224
PW1619,Voss,2.06,0.27,South America,Can,Sparkling,6.38,129,Rainwater,Wholesale,Offline,21.5,Adults,40888
PW1620,Smartwater,2.24,1.46,Australia,Can,Purified,7.45,460,Rainwater,Pharmacy,Offline,17.9,Adults,8701
PW1621,Perrier,2.25,0.23,North America,Can,Spring,8.03,446,Filtered,Wholesale,Offline,11.6,Elderly,44592
PW1622,Dasani,2.93,1.98,Asia,Pouch,Distilled,8.61,281,Rainwater,Pharmacy,Online,4.1,Adults,10939
PW1623,Voss,3.69,1.92,Africa,Can,Purified,8.28,224,Filtered,Supermarket,Offline,19,Teenagers,5033
PW1624,Voss,2.59,1.13,North America,Can,Spring,6.27,147,Filtered,Supermarket,Online,22.4,Children,29800
PW1625,San Pellegrino,2.58,0.24,North America,Bottle,Spring,6.18,279,Rainwater,Online,Online,15.8,Elderly,19806
PW1626,Dasani,4.36,0.44,South America,Pouch,Alkaline,7.94,189,Filtered,Wholesale,Online,5.6,Teenagers,17546
PW1627,San Pellegrino,0.64,1.3,South America,Pouch,Purified,7.4,185,Filtered,Supermarket,Online,18.8,Adults,36277
PW1628,Voss,3.75,1.35,North America,Bottle,Spring,8.24,272,Well,Online,Online,14.7,Children,41516
PW1629,Dasani,0.74,1.07,North America,Can,Alkaline,6.74,206,Filtered,Wholesale,Offline,11.8,Adults,7584
PW1630,Fiji,4.71,1.88,Australia,Bottle,Alkaline,6.7,342,Filtered,Convenience Store,Offline,20.6,Children,45404
PW1631,Perrier,2.51,1.6,South America,Pouch,Mineral,6.61,434,Natural Spring,Convenience Store,Online,22.7,Adults,12858
PW1632,Evian,4.61,1.58,Australia,Box,Sparkling,7.52,203,Municipal,Wholesale,Online,7.7,Elderly,24472
PW1633,Evian,2.35,1.19,Asia,Can,Sparkling,6.45,426,Filtered,Online,Offline,12.4,Elderly,39183
PW1634,San Pellegrino,0.73,0.64,South America,Can,Alkaline,8.75,244,Natural Spring,Online,Offline,24,Children,7122
PW1635,Voss,1.72,1.24,Asia,Bottle,Purified,7.48,155,Filtered,Online,Offline,24.4,Elderly,47373
PW1636,Fiji,3.65,1.81,Africa,Can,Distilled,8.58,111,Rainwater,Convenience Store,Online,8.2,Teenagers,12482
PW1637,Evian,2.57,0.38,Asia,Pouch,Sparkling,8.19,128,Filtered,Pharmacy,Online,24,Adults,10293
PW1638,Smartwater,2.26,0.4,Asia,Can,Distilled,7.7,249,Rainwater,Supermarket,Online,21.5,Children,47172
PW1639,Perrier,2.85,1.31,North America,Can,Purified,6.8,395,Municipal,Supermarket,Offline,17.7,Adults,25941
PW1640,Evian,1.04,1.4,Australia,Can,Mineral,6.55,327,Filtered,Convenience Store,Offline,13.2,Teenagers,44106
PW1641,Dasani,2.56,0.57,North America,Can,Mineral,7.16,90,Well,Supermarket,Online,5.3,Teenagers,41489
PW1642,San Pellegrino,4.6,1.89,South America,Box,Purified,7.2,255,Rainwater,Online,Online,5.8,Teenagers,20411
PW1643,Dasani,4.33,1.8,North America,Can,Spring,8.71,220,Municipal,Online,Offline,19.2,Children,23635
PW1644,Evian,3.75,1.91,Europe,Pouch,Sparkling,8.81,447,Well,Supermarket,Online,13.8,Elderly,39009
PW1645,Voss,1.32,1.49,Asia,Can,Purified,7.78,219,Well,Convenience Store,Online,13.9,Children,43362
PW1646,Perrier,2.36,1.71,North America,Can,Spring,8,276,Well,Supermarket,Online,7.6,Teenagers,7881
PW1647,Voss,1.07,1.31,Australia,Bottle,Purified,7.88,335,Rainwater,Pharmacy,Online,19.8,Children,34274
PW1648,Nestle Pure Life,4.56,0.78,South America,Box,Purified,8.95,145,Filtered,Pharmacy,Offline,20.5,Adults,14969
PW1649,Voss,4.12,1.18,Africa,Can,Mineral,6.12,235,Filtered,Convenience Store,Online,14.3,Children,20419
PW1650,Fiji,4.53,0.55,Asia,Can,Sparkling,6.52,193,Rainwater,Pharmacy,Offline,22.7,Children,49339
PW1651,Perrier,0.59,1.89,Europe,Can,Mineral,7.03,472,Well,Wholesale,Offline,4.7,Teenagers,12105
PW1652,Fiji,1.59,1.8,Asia,Pouch,Alkaline,7.12,109,Rainwater,Online,Offline,24.5,Teenagers,46921
PW1653,Nestle Pure Life,4.78,0.46,Europe,Pouch,Mineral,7.08,421,Natural Spring,Pharmacy,Online,17.8,Adults,6923
PW1654,Fiji,2.95,1.59,Asia,Box,Alkaline,7.81,225,Municipal,Online,Online,11.6,Adults,34299
PW1655,Voss,2.26,1.41,Africa,Box,Sparkling,7.97,272,Filtered,Wholesale,Offline,22.9,Children,10702
PW1656,San Pellegrino,2.62,1.62,South America,Box,Alkaline,7.01,475,Municipal,Pharmacy,Online,6.4,Elderly,23431
PW1657,Nestle Pure Life,3.51,0.23,North America,Box,Distilled,6.44,311,Well,Wholesale,Online,11,Children,46812
PW1658,Voss,2.81,1.16,North America,Bottle,Sparkling,7.44,289,Rainwater,Online,Offline,11.9,Adults,40786
